category,question,answer
대학원#교학팀,외국인 특별전형 정시 모집 전형료가 궁금합니다.,"[{""elements"": [{""type"": ""title"", ""text"": ""외국인 특별전형 정시 모집 전형료""}, {""type"": ""text"", ""text"": ""ㆍ국외거주 외국인 : 서류전형\nㆍ국내거주 외국인 : 대학원별 일반전형에 의함(자세한사항은 각 대학원 전형방법 참조)""}]}]"
대학원#교학팀,외국인 특별전형 정시 모집 전형일정이 궁금합니다.,"[{""elements"": [{""type"": ""title"", ""text"": ""외국인 특별전형 정시 모집 전형일정""}, {""type"": ""text"", ""text"": ""<table style=\""text-align:center; width:100%\"" border=1>                        <colgroup>    <col>    <col>    <col>    <col>   </colgroup>   <thead>    <tr>     <th  style=\""width: 124px;\"" scope=\""col\"">구 분</th>     <th  style=\""width: 134px;\"" scope=\""col\"">전 형 일</th>     <th  style=\""width: 107px;\"" scope=\""col\"">전형시간</th>     <th  style=\""width: 350px;\"" scope=\""col\"">비고</th>    </tr>   </thead>   <tbody>    <tr>     <td style=\""width: 124px;\"">석사 학위과정</td>     <td style=\""width: 134px;\"" rowspan=\""2\"">2019. 11. 20(수)</td>     <td style=\""width: 107px;\"">10:00 ~</td>     <td style=\""width: 350px;\"" rowspan=\""2\"">전형시간 10분전까지 대기장소에 도착요망</td>    </tr>    <tr>     <td style=\""width: 124px;\"">박사 학위과정</td>     <td style=\""width: 107px;\"">10:00 ~</td>    </tr>   </tbody>  </table>""}]}]"
대학원#교학팀,외국인 특별전형 정시 모집 지원자격이 궁금합니다.,"[{""elements"": [{""type"": ""title"", ""text"": ""외국인 특별전형 정시 모집 지원자격""}, {""type"": ""text"", ""text"": ""<table style=\""text-align:center; width:100%\"" border=1>                      <colgroup>   <col style=\""width: 25%;\"">   <col style=\""width: 75%;\"">  </colgroup>  <tbody>   <tr>    <th  scope=\""row\"">외국인 지원자 <br>(정원 외)    </th>    <td >     <ul>      <li>부모가 모두 외국인인 외국인</li>      <li>외국에서 우리나라 초·중등 교육과정과 대학교육에 상응하는 교육과정을 모두 이수한 재외국민 및 외국인</li>      <li>법령에 의하여 위 항과 각각 동등 이상의 학력이 있다고 인정된 자</li>     </ul>    </td>   </tr>  </tbody> </table>""}]}]"
대학원#교학팀,외국인 특별전형 정시 모집 합격자 발표가 궁금합니다.,"[{""elements"": [{""type"": ""title"", ""text"": ""외국인 특별전형 정시 모집 합격자 발표""}, {""type"": ""text"", ""text"": ""<table style=\""text-align:center; width:100%\"" border=1>                       <colgroup>    <col>    <col>    <col>   </colgroup>   <thead>    <tr>     <th scope=\""col\"">발 표 일</th>     <th scope=\""col\"">예정시간</th>     <th scope=\""col\"">비고</th>    </tr>   </thead>   <tbody>    <tr>     <td>2019. 11. 27(수)</td>     <td>14 : 00 ~</td>     <td>대학원 홈페이지 공고</td>    </tr>   </tbody>  </table>""}]}]"
대학원#교학팀,외국인 특별전형 정시 모집 등록기간이 궁금합니다,"[{""elements"": [{""type"": ""title"", ""text"": ""외국인 특별전형 정시 모집 등록기간""}, {""type"": ""text"", ""text"": ""<table style=\""text-align:center; width:100%\"" border=1>                       <colgroup>    <col>    <col>   </colgroup>   <thead>    <tr>     <th style=\""width: 482px; height: 34px;\"" scope=\""col\"">등록기간</th>     <th style=\""width: 450px; height: 34px;\"" scope=\""col\""></th>    </tr>   </thead>   <tbody>    <tr>     <td style=\""width: 482px; height: 34px;\"">2019. 12. 11(수) ~ 12. 13(금) [3일간]</td>     <td style=\""width: 450px; height: 34px;\"">      <p>예치금수납</p>      <p>( 2020학년도 등록금 미확정으로 인하여 예치금 선납)</p>     </td>    </tr>    <tr>     <td style=\""width: 482px; height: 34px;\"">2020. 2. 5(수) ~ 2. 7(금) [3일간]</td>     <td style=\""width: 450px; height: 34px;\"">      <p>등록금수납 [등록금 - 예치금]</p>      <p>( 2020학년도 등록금 확정 후 예치금 선납 차액 추가 고지)</p>     </td>    </tr>   </tbody>  </table>""}]}]"
대학원#교학팀,외국인 특별전형 정시 모집 제출서류가 궁금합니다.,"[{""elements"": [{""type"": ""title"", ""text"": ""외국인 특별전형 정시 모집 제출서류""}, {""type"": ""text"", ""text"": ""해당 파일을 확인하세요\n외국인특별전형 정시 모집 제출서류를 다운로드 하시려면 \""/파일 외국인특별전형제출서류\""를 검색하세요.""}]}]"
대학원#교학팀,외국인 특별전형 장학금 및 특전이 궁금합니다.,"[{""elements"": [{""type"": ""title"", ""text"": ""외국인 특별전형 장학금 및 특전""}, {""type"": ""text"", ""text"": ""※ 등록금의 50% 감면(수업년한내에 한합니다. 석사4학기 · 박사 6학기 감면)\n※ 재학기간 중 기숙사 입사 보장.""}]}]"
대학원#교학팀,외국인 특별전형 정시 모집 유의사항이 궁금합니다.,"[{""elements"": [{""type"": ""title"", ""text"": ""외국인 특별전형 정시 모집 유의사항""}, {""type"": ""text"", ""text"": ""ㆍ자기소개서, 수학계획서, 자필이력서는 한국어(자필)로 작성하는것을 원칙으로 한다.\n단, 한국어 작성불가시 모국어로 작성후 한국어 번역본과 함께 제출한다.\nㆍ한국어 이외의 모든 외국어 서류는 반드시 한국어로 번역하여 공증한 서류를 별도 제출하여야 한다.\nㆍ모든서류는 원본을 제출하나, 사본 제출시에는 공공기관의 원본 대조필이 있어야 한다(공증).\n단, 사본을 요구한 경우에는 원본과 사본을 같이 제출하여 원본대조 확인을 받은후 원본을 돌려받는다.\nㆍ기타 필요에 따라 개별적으로 추가서류를 요청할 수 있다.\nㆍ대학원 합격자 발표일에 예비합격자 발표하며, 출입국관리소의 VISA승인후 최종합격자 발표한다. (개별통지)\nㆍ국내거주 외국인은 합격자 등록후 본인이 직접 출입국관리소에서 체류자격을 변경해야한다.(20일이내)""}]}]"
대학원#교학팀,일반ㆍ경영행정복지대학원 지원관련서류를 알고싶습니다.,"[{""elements"": [{""type"": ""title"", ""text"": ""일반ㆍ경영행정복지대학원 지원관련서류""}, {""type"": ""text"", ""text"": ""원하는 버튼을 누르세요.""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""대학원 공통"", ""value"": ""대학원 공통 지원관련서류가 궁금합니다.""}, {""type"": ""postback"", ""text"": ""일반대학원"", ""value"": ""일반대학원 지원관련서류가 궁금합니다.""}]}]}]"
대학원#교학팀,대학원 공통 지원관련서류가 궁금합니다.,"[{""elements"": [{""type"": ""title"", ""text"": ""대학원 공통 지원관련서류""}, {""type"": ""text"", ""text"": ""해당 파일을 확인하세요\n지원관련서류 대학원 공통 입학원서 파일을 다운로드 하시려면 \""/파일 입학원서\""를 검색하세요.""}]}]"
대학원#교학팀,일반대학원 지원관련서류가 궁금합니다.,"[{""elements"": [{""type"": ""title"", ""text"": ""일반대학원 지원관련서류""}, {""type"": ""text"", ""text"": ""해당 파일을 확인하세요\n지원관련서류 일반대학원 공통 파일을 다운로드 하시려면 \""/파일 외국인특별전형자기소개서\"", \""/파일 수학계획서\"", \""/파일 자필이력서\"", \""/파일 유학경비부담서약서\"", \""/파일 지도예정교수교수의견서\"", \""/파일 application_form\"" 을 검색하세요.""}]}]"
대학원#교학팀,일반ㆍ경영행정복지대학원 학위 취득에 관해 알고싶습니다.,"[{""elements"": [{""type"": ""title"", ""text"": ""일반ㆍ경영행정복지대학원 학위논문""}, {""type"": ""text"", ""text"": ""원하는 버튼을 누르세요.""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""자격시험"", ""value"": ""학위를 위한 자격시험이 궁금합니다.""}, {""type"": ""postback"", ""text"": ""논문"", ""value"": ""학위논문에 대해 알고싶습니다.""}, {""type"": ""postback"", ""text"": ""석사학위청구 논문 및 대체 관련 제출서류"", ""value"": ""석사학위청구 논문 및 대체 관련 제출서류에 대해 알고싶습니다.""}]}]}]"
대학원#교학팀,학위를 위한 자격시험이 궁금합니다.,"[{""elements"": [{""type"": ""title"", ""text"": ""학위를 위한 자격시험""}, {""type"": ""text"", ""text"": ""외국어시험 및 종합시험\n※신청서식을 클릭하면 양식을 다운로드 받을 수 있습니다.\n<table style=\""text-align:center; width:100%\"" border=1>                        <colgroup>      <col style=\""width:10%\"">      <col style=\""width:28%\"">      <col style=\""width:17%\"">      <col style=\""width:25%\"">      <col style=\""width:20%\"">    </colgroup>    <thead>      <tr>        <th scope=\""col\"">계 열</th>        <th scope=\""col\"" colspan=\""2\"">시기 또는 자격</th>        <th scope=\""col\"">모집인원</th>      </tr>    </thead>    <tbody>      <tr>        <td>외국어 시험</td>        <td>일반대학원</td>        <td >3월, 9월 1학기 이상 수료자         <ul>          <li>석사 : 영어</li>          <li>박사 : 영어</li>      </ul>        </td>        <td><b>70점 이상</b>&nbsp;합격</td>      </tr>      <tr>       <td rowspan=\""2\"">종합시험</td>       <td>일반대학원</td>       <td >        <ul>    <li>4월, 10월 - 외국어 시험 합격자     <ul>       <li>석사 : 3과목        <ul>         <li>2학기 이상 이수&nbsp;</li>         <li>18학점 B0 이상 이수자</li>        </ul>       </li>       <li>박사 : 4과목       <ul>         <li>3학기 이상 이수</li>         <li>27학점 B0 이상 이수자</li>        </ul>       </li>      </ul>     </li>        </ul>       </td>       <td><b>70점 이상</b>합격<br>과목별 합격 인정</td>      </tr>      <tr>       <td>교육대학원<br>경영행정복지대학원</td>       <td >4월, 10월   <ul>     <li>4학기 이상 등록</li>     <li>18학점 B0 이상 이수자</li>   </ul>   응시과목 : 전공3과목  </td>       <td><b>70점 이상</b>합격<br>과목별 합격 인정</td>      </tr>    </tbody> </table>\n해당 파일을 확인하세요\\시험 응시원서 파일을 다운로드 하시려면 \""/파일 시험응시원서\""를 검색하세요.\n외국어시험의 면제\nㆍTOEFL 540점 이상, TOEIC 700점 이상 기타 공인된 영어능력검정시험에서 일정한 점수이상 취득한 석.박사과정 학생은 영어시험에 합격한 것으로 한다.단, 외국어시험 면제 해당자는 외국어시험 응시기간에 관련증빙서류를 대학원 교학팀로 제출하여 승인을 얻어야 한다.\nㆍ외국인 유학생의 경우, 한국어능력시험(TOPIK) 급수에 따라 외국어시험을 면제할 수 있으며, 외국어시험 면제 해당자는 외국어시험 응시기간에 관련증빙서류를 대학원 교학팀로 제출하여 승인을 얻어야 한다.(석사 - 한국어능력시험(TOPIK) 5급 이상 / 박사 - 한국어능력시험(TOPIK) 6급 이상)""}]}]"
대학원#교학팀,학위논문에 대해 알고싶습니다.,"[{""elements"": [{""type"": ""title"", ""text"": ""학위논문""}, {""type"": ""text"", ""text"": ""원하는 버튼을 누르세요""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""논문제출자격"", ""value"": ""논문제출자격이 궁금합니다.""}, {""type"": ""postback"", ""text"": ""작성절차 및 양식"", ""value"": ""논문 작성절차 및 양식이 궁금합니다.""}, {""type"": ""postback"", ""text"": ""논문체제"", ""value"": ""논문체제에 대해 알고싶습니다.""}]}]}]"
대학원#교학팀,논문제출자격이 궁금합니다.,"[{""elements"": [{""type"": ""title"", ""text"": ""논문제출자격""}, {""type"": ""text"", ""text"": ""<table style=\""text-align:center; width:100%\"" border=1>                        <colgroup>      <col style=\""width:40%\"">      <col style=\""width:60%\"">    </colgroup>    <thead>      <tr>        <th scope=\""col\"">구 분</th>        <th scope=\""col\"">제출자격</th>      </tr>    </thead>    <tbody>      <tr>        <td>일반대학원</td>        <td>            <div style=\""text-align:left\"">         <p ><i></i>다음 각호의 요건을 갖춘 자는 석사학위청구논문을 제출할 수 있다.</p>         <ul>       <li><span>1</span>소정의 학점을 취득(예정)한 자</li>       <li><span>2</span>학업성적 평균평점이 3.0 이상인 자</li>       <li><span>3</span>자격시험에 합격한 자</li>       <li><span>4</span>연구계획서 공개발표 합격자로서 연구계획서를 제출한 자</li>       <li><span>5</span>각 과정별로 석사 2학기, 박사 4학기이상 연구지도를 받고,&nbsp;수업연한에 해당하는 학기이상 정규등록을 필한 자</li>   </ul>            </div>        </td>      </tr>      <tr>        <td>교육대학원<br>경영행정복지대학원</td>        <td>            <div style=\""text-align:left\"">         <p ><i></i>다음 각호의 요건을 갖춘 자는 석사학위청구논문을 제출할 수 있다.</p>         <ul>       <li><span>1</span>5학기 이상을 등록하고 24학점 이상 취득한 자</li>       <li><span>2</span>이수학점이 평균평점 B0(3.0) 이상인 자</li>       <li><span>3</span>1개학기 이상 논문지도를 받고, 논문작성계획서의 승인을 받은 자</li>       <li><span>4</span>자격시험에 합격한 자</li>   </ul>       </div>        </td>      </tr>    </tbody> </table>""}]}]"
대학원#교학팀,논문 작성절차 및 양식이 궁금합니다.,"[{""elements"": [{""type"": ""title"", ""text"": ""논문 작성절차 및 양식""}, {""type"": ""text"", ""text"": ""다운로드 버튼을 누르시면 다운받으실 수 있습니다.\n <table style=\""text-align:center; width:100%\"" border=1>                        <colgroup>      <col style=\""width:15%\"">      <col style=\""width:25%\"">      <col style=\""width:25%\"">      <col style=\""width:10%\"">      <col style=\""width:25%\"">    </colgroup>    <thead>      <tr>        <th scope=\""col\"">과정</th>        <th scope=\""col\"">신청서식</th>        <th scope=\""col\"">시기 또는 자격</th>        <th scope=\""col\"">제출자</th>        <th scope=\""col\"">비고</th>      </tr>    </thead>    <tbody>      <tr>        <td>지도<br>교수<br>선정</td>        <td>학위청구논문지도교수 선정승인 신청서<br>        </td>        <td>         <ul>    <li>석사 : 1학기 초 3월, 9월</li>    <li>박사 : 1학기 초 3월, 9월</li>   </ul>  </td>        <td>학생</td>          <td > <div style=\""text-align:left\"">학생의 의사를 참작하여&nbsp;<br>주임교수가 추천</div></td>      </tr>      <tr>        <td>논문<br>지도</td>        <td>학위청구논문지도&nbsp;요지서<br>        </td>  <td>논문심사 신청   <ul>    <li>석사 : 4학기 중 5월, 11월</li>    <li>박사 : 6학기 중 5월, 11월</li>   </ul>  </td>  <td>지도<br>교수</td>        <td ><div style=\""text-align:left\"">논문지도과목         <ul>          <li><b>석사</b>학점은 없으나 2P 취득</li>          <li><b>박사</b>학점은 없으나 4P 취득 학기말에 제출 (교학팀)</li>         </ul>            </div>        </td>      </tr>      <tr>        <td rowspan=\""2\"">논문<br>연구<br>계획서</td>        <td>학위논문연구 계획서<br>        </td>        <td>         <ul>    <li>석사 : 3학기 중 4월, 10월</li>    <li>박사 : 5학기 중 4월, 10월</li>   </ul>        </td>        <td>학생</td>        <td></td>      </tr>       <tr>        <td>학위논문연구발표 심사평가서<br>        </td>        <td>논문연구계획서 발표 후         <ul>    <li>석사 : 3학기 중 4월, 10월</li>    <li>박사 : 5학기 중 4월, 10월</li>   </ul>  </td>        <td>지도<br>교수</td>        <td ><div style=\""text-align:left\"">논문연구계획서에 대한&nbsp;발표를 갖는다.</div></td>      </tr>      <tr>        <td rowspan=\""4\"">논문 공개 발표 및<br>학위 청구 논문 심사</td>        <td>학위청구논문지도 신청·심사 및 구술시험원<br>        </td>        <td>논문심사 신청   <ul>    <li>석사 : 4학기 중 5월, 11월</li>    <li>박사 : 6학기 중 5월, 11월</li>   </ul>  </td>        <td>학생</td>        <td >        <div style=\""text-align:left\"">         <b>석사</b>         <ul>          <li>논문지도비 및 심사료&nbsp;: 150,000원&nbsp;</li>          <li>심사위원 3부</li>         </ul>         <b>박사</b>         <ul>          <li>논문지도비 및 심사료 : 500,000원</li>          <li>심사위원 5부</li>         </ul>            </div>        </td>      </tr>      <tr>        <td>학위청구논문심사위원&nbsp;추천서<br>        </td>        <td>논문심사 신청   <ul>    <li>석사 : 4학기 중 5월, 11월</li>    <li>박사 : 6학기 중 5월, 11월</li>   </ul>  </td>        <td>지도<br>교수</td>        <td ><div style=\""text-align:left\"">심사위원&nbsp;         <ul>          <li><b>석사</b>지도교수 포함 3인</li>          <li><b>박사</b>지도교수 포함 5인 (지도교수는 심사위원장&nbsp;불가)</li>         </ul>            </div>        </td>      </tr>      <tr>        <td>학위청구논문 구술시험 및 논문심사 보고서<br>        </td>        <td>논문심사 후   <ul>    <li>석사 : 심사위원 각 1부 / 총 3부</li>    <li>박사 : 심사위원 각 1부 / 총 5부</li>   </ul>        </td>        <td>심사<br>위원</td>        <td ><div style=\""text-align:left\"">합격         <ul>          <li><b>석사</b>는 심사위원의 2/3이상</li>          <li><b>박사</b>는 심사위원의 4/5이상&nbsp;80점 이상으로 평가</li>         </ul>            </div>        </td>      </tr>      <tr>        <td>학위청구논문 구술시험평가 및 논문심사 결과 보고서<br>        </td>        <td>논문심사 후</td>        <td>심사<br>위원장</td>          <td ><div style=\""text-align:left\"">심사위원장이 취합 제출</div></td>      </tr>      <tr>        <td>학위청구논문<br>제출승인</td>        <td>학위청구논문제출승인 제청서(석사)<br>          학위청구논문제출승인 제청서(박사)<br>        </td>        <td>심사 통과 후</td>        <td>학생</td>        <td></td>      </tr>      <tr>        <td>최종학위<br>논문제출</td>        <td>연구윤리준수확인서<br>          저작물이용허락서<br>          신상명세서<br>          외부심사위원 자격조건 서식<br>          학위논문심사 철회 신청서<br>        </td>        <td >6월, 12월&nbsp;         <b>석사</b>: 4차학기         <ul>          <li>1. 4학기 이상 등록, 24학점이상 취득</li>          <li>2. 학업성적이&nbsp;평균 B0이상</li>          <li>3. 외국어시험과&nbsp;종합시험에 합격</li>          <li>4. 논문연구계획서를&nbsp;제출 하고 승인을 받은 자</li>         </ul>         <b>박사</b>&nbsp;: 6차학기         <ul>          <li>1. 6학기 이상 등록,&nbsp;36학점이상 취득</li>          <li>2. 학업성적이 평균 B0이상</li>          <li>3. 외국어시험과&nbsp; 종합시험에 합격</li>          <li>4. 논문연구계획서를 제출하고 승인을 받은 자</li>         </ul>        </td>        <td>학생</td>          <td ><div style=\""text-align:left\"">하드카바 (심사위원 날인본 7부)&nbsp;&amp; 저작물이용허락서 및&nbsp;신상명세서<br>논문최종파일(한글&amp;PDF)</div></td>      </tr>    </tbody> </table>\n해당 파일을 확인하세요\n논문 작성절차 및 양식 파일을 다운로드 하시려면 \""/파일 학위청구논문지도교수_선정승인신청서\"", \""/파일 학위청구논문_요지서\"", /파일 학위논문연구_계획서\"", \""/파일 학위논문연구발표_심사평가서\"",  \""/파일 학위청구논문지도_신청·심사_구술시험원\"",  \""/파일 학위청구논문심사위원_추천서\"", \""/파일 학위청구논문_구술시험_ 논문심사보고서\"",  \""/파일 학위청구논문_구술시험평가_논문심사_결과보고서\"",  \""/파일 학위청구논문제출승인_제청서(석사)\"",  \""/파일 학위청구논문제출승인_제청서(박사)\"",  \""/파일 연구윤리준수확인서\"",  \""/파일 저작물이용허락서\"",  \""/파일 신상명세서\"",  \""/파일 외부심사위원 자격조건 서식\"",  \""/파일 학위논문심사 철회 신청서\"" 를 검색하세요.""}]}]"
대학원#교학팀,논문체제에 대해 알고싶습니다.,"[{""elements"": [{""type"": ""title"", ""text"": ""논문체제""}, {""type"": ""text"", ""text"": ""해당 파일을 확인하세요\n논문체제 파일을 다운로드 하시려면 \""/파일 논문체제\""를 검색하세요.""}]}]"
대학원#교학팀,석사학위청구 논문 및 대체 관련 제출서류에 대해 알고싶습니다.,"[{""elements"": [{""type"": ""title"", ""text"": ""석사학위청구 논문 및 대체 관련 제출서류""}, {""type"": ""text"", ""text"": ""원하는 버튼을 누르세요.""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""신청 서류 다운로드"", ""value"": ""석사학위청구 논문 및 대체 관련 제출서류를 다운로드 하는 방법을 알려주세요.""}, {""type"": ""postback"", ""text"": ""제출 서류 안내"", ""value"": ""석사학위청구 논문 및 대체 관련 제출서류에 관한 안내를 받고 싶습니다.""}]}]}]"
대학원#교학팀,석사학위청구 논문 및 대체 관련 제출서류를 다운로드 하는 방법을 알려주세요.,"[{""elements"": [{""type"": ""title"", ""text"": ""석사학위청구 논문 및 대체 관련 제출서류 다운로드 방법""}, {""type"": ""text"", ""text"": ""해당 파일을 확인하세요\n석사학위청구 논문 및 대체 관련 제출서류에 관한 파일을 다운로드 하시려면 \""/파일 연구보고서_신청서\"", \""/파일 학위청구작품전_연구보고서_신청관련서류\"", \""/파일 석사학위청구논문제출_대체관련신청서\""를 검색하세요.""}]}]"
대학원#교학팀,석사학위청구 논문 및 대체 관련 제출서류에 관한 안내를 받고 싶습니다.,"[{""elements"": [{""type"": ""title"", ""text"": ""석사학위청구 논문 및 대체 관련 제출서류 안내""}, {""type"": ""text"", ""text"": ""<table style=\""text-align:center; width:100%\"" border=1>                        <colgroup>     <col style=\""width: 15%;\"">     <col style=\""width: 15%;\"">     <col style=\""width: 55%;\"">     <col style=\""width: 15%;\"">     </colgroup>     <thead>     <tr>     <th  scope=\""col\"">학기차</th>     <th  scope=\""col\"">구분</th>     <th  scope=\""col\"">제출서류</th>     <th  scope=\""col\"">비고</th>     </tr>     </thead>     <tbody>     <tr>     <td rowspan=\""10\""> 1학기</td>    <td rowspan=\""2\""> 논문제</td>    <td>지도교수선정 승인신청서(별지1호서식)</td>    <td rowspan=\""10\"">    <p>&nbsp;3월말, 9월말</p>    <p>(학기별 학사일정참고)</p></td>    </tr>     <tr>     <td>석사학위취득방법신청서(붙임1신청서)</td>    </tr>     <tr>     <td rowspan=\""2\"">연구보고서</td>    <td>지도교수선정 승인신청서(별지1호서식)</td>    </tr>     <tr>     <td>석사학위취득방법신청서(붙임1신청서)</td>    </tr>     <tr>     <td rowspan=\""2\"">작품발표 및 연구보고서</td>    <td>지도교수선정 승인신청서(별지1호서식)</td>    </tr>     <tr>     <td>석사학위취득방법신청서(붙임1신청서)</td>    </tr>     <tr>     <td rowspan=\""2\"">학술지<br>    (KCI급이상)</td>    <td>지도교수선정 승인신청서(별지1호서식)</td>    </tr>     <tr>     <td>석사학위취득방법신청서(붙임1신청서)</td>    </tr>     <tr>     <td rowspan=\""2\"">학점제</td>    <td>지도교수선정 승인신청서(별지1호서식)</td>    </tr>     <tr>     <td>석사학위취득방법신청서(붙임1신청서)</td>    </tr>     <tr>     <td style=\""height: 161px;\"" rowspan=\""5\""> 2학기</td>    <td style=\""height: 29px;\""> 논문제</td>    <td style=\""height: 29px;\"">지도교수 변경 승인신청서(홈페이지 학생관련서식)</td>    <td style=\""height: 161px;\"" rowspan=\""5\"">    <p>&nbsp;3월월, 9월 말</p>    <p>(학기별 학사일정참고)</p></td>    </tr>     <tr>     <td> 연구보고서</td>    <td>지도교수 변경 승인신청서(홈페이지 학생관련서식)</td>    </tr>     <tr>     <td> 작품발표 및 연구보고서</td>    <td>지도교수 변경 승인신청서(홈페이지 학생관련서식)</td>    </tr>     <tr>     <td> 학술지<br>    (KCI급이상)</td>    <td>지도교수 변경 승인신청서(홈페이지 학생관련서식)</td>    </tr>     <tr>     <td> 학점제</td>    <td>지도교수 변경 승인신청서(홈페이지 학생관련서식)</td>    </tr>     <tr>     <td rowspan=\""13\""> 3학기</td>    <td rowspan=\""3\""> 논문제</td>    <td>학위청구논문연구계획서(홈페이지 논문관련서식)</td>    <td style=\""width: 166px; height: 296px;\"" rowspan=\""13\"" colspan=\""1\"">    <p>&nbsp;</p>    <p>4월말, 10월 말</p>    <p>(학기별 학사일정참고)</p></td>    </tr>     <tr>     <td>발표심사평가서(홈페이지 논문관련서식)</td>    </tr>     <tr>     <td>학위청구논문제목변경신청서(홈페이지 논문관련서식)</td>    </tr>     <tr>     <td rowspan=\""3\""> 연구보고서</td>    <td>학위청구논문연구계획서(별지2호서식)</td>    </tr>     <tr>     <td>발표심사평가서(별지3호서식)</td>    </tr>     <tr>     <td>학위청구논문제목변경신청서(필요시)(홈페이지 논문관련서식)</td>    </tr>     <tr>     <td rowspan=\""3\""> 작품발표 및 연구보고서</td>    <td>학위청구논문연구계획서(별지10호서식)</td>    </tr>     <tr>     <td>발표심사평가서(별지11호서식)</td>    </tr>     <tr>     <td>학위청구논문제목변경신청서(필요시)(홈페이지 논문관련서식)</td>    </tr>     <tr>     <td rowspan=\""3\""> 학술지<br>    (KCI급이상)</td>    <td>학위청구논문연구계획서(홈페이지 학생관련서식)</td>    </tr>     <tr>     <td>발표심사평가서(홈페이지 논문관련서식)</td>    </tr>     <tr>     <td>학위청구논문제목변경신청서(필요시)(홈페이지 논문관련서식)</td>    </tr>     <tr>     <td>학점제</td>    <td>학점이수 관리 철저</td>    </tr>     <tr>     <td rowspan=\""22\""> 4학기</td>    <td rowspan=\""6\""> 논문제</td>    <td>석사학위논문 대체확정서(붙임3 신청서)</td>    <td>    <p>4월 중순 ,11월중순</p>    <p>(학기별학사일정참고)</p></td>    </tr>     <tr>     <td>학위청구논문지도신청심사및구술시험원(홈페이지 논문관련서식)</td>    <td rowspan=\""5\"">    <p>6월, 12월 중순</p>    <p>(학기별학사일정참고)</p></td>    </tr>     <tr>     <td>학위청구논문지도요지서 및 심사위원추천서(홈페이지 논문관련서식)</td>    </tr>     <tr>     <td>구술시험 및 논문보고서심사 보고서(홈페이지 논문관련서식)</td>    </tr>     <tr>     <td>학위청구논문 구술시험평가 및 논문심사 결과보고서(홈페이지 논문관련서식)</td>    </tr>     <tr>     <td>석사 학위 청구 논문 제출 승인 제청서(홈페이지 논문관련서식)</td>    </tr>     <tr>     <td rowspan=\""6\""> 연구보고서</td>    <td>석사학위논문 대체확정서(붙임3 신청서)</td>    <td>    <p>5월 중순, 11월중순</p>    <p>(학기별학사일정참고)</p></td>    </tr>     <tr>     <td>학위청구논문지도신청심사및구술시험원(별지4호서식)</td>    <td rowspan=\""5\"">    <p>6월중순, 12월 중순</p>    <p>(학기별학사일정참고)</p></td>    </tr>     <tr>     <td>학위청구논문지도요지서 및 심사위원추천서(별지5~6호서식)</td>    </tr>     <tr>     <td>구술시험 및 논문보고서심사 보고서(별지7호서식)</td>    </tr>     <tr>     <td>학위청구논문 구술시험평가 및 논문심사 결과보고서(별지8호서식)</td>    </tr>     <tr>     <td>석사 학위 청구 논문 제출 승인 제청서(별지9호서식)</td>    </tr>     <tr>     <td rowspan=\""6\""> 작품발표 및 연구보고서</td>    <td>석사학위논문 대체확정서(붙임3 신청서)</td>    <td rowspan=\""6\"">    <p>&nbsp;</p>    <p>6월중순, 12월 중순</p>    <p>(학기별학사일정참고)</p></td>    </tr>     <tr>     <td>학위청구논문지도신청심사및구술시험원(별지12호서식)</td>    </tr>     <tr>     <td>학위청구논문지도요지서 및 심사위원추천서(별지13~14호서식)</td>    </tr>     <tr>     <td>구술시험 및 논문보고서심사 보고서(별지15서식)</td>    </tr>     <tr>     <td>학위청구논문 구술시험평가 및 논문심사 결과보고서(별지16호서식)</td>    </tr>     <tr>     <td>석사 학위 청구 논문 제출 승인 제청서(별지17호서식)</td>    </tr>     <tr>     <td rowspan=\""3\""> 학술지<br> (KCI급이상)</td>    <td>석사학위논문 대체확정서(붙임3 신청서)</td>    <td>    <p>5월 중순, 11월중순</p>    <p>(학기별학사일정참고)</p></td>    </tr>     <tr>     <td>등재지 확인서</td>    <td rowspan=\""2\"">    <p>6월말, 12월말</p>    <p>(학기별학사일정참고)</p></td>    </tr>     <tr>     <td>KCI 등재지 목록, 학술지가 해당 학술지임을 확인할 수 있는 홈페이지 출력물</td>    </tr>     <tr>     <td>학점제</td>    <td>석사학위논문 대체확정서(붙임3신청서)</td>    <td>    <p>4월중순, 11월중순</p>    <p>(학기별학사일정참고)</p></td>    </tr>     </tbody>     </table>""}]}]"
